STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
558,NTRC - Công ty Cổ phần Nam Thắng Rạch Giá,Không có,Công ty cổ phần,Lĩnh vực khác,68000000000,namthangroup.vn,914983988,2973651666,"Đường số 3, Ấp Sua Đũa, xã Vĩnh Hòa Hiệp, Huyện Châu Thành, tỉnh Kiên Giang",Trần Bá Thắng; Trần Bá Thắng,,,
559,NTSC - Công ty CP Tập đoàn Nam Tiến,Nam Tien Group JSC,Công ty cổ phần,Lĩnh vực khác,4.63161E+11,https://namtiengroupvn.com/,0214 3820 967,0214 3820 967,"Số 157 Đường Nhạc Sơn, Phường Cốc Lếu, TP. Lào Cai, Tỉnh Lào Cai",Bà Cao Thị Thu Hiền,,,
560,NTTC - Công ty Cổ phần Thương mại Đầu tư Nhà Toàn Thắng,NTTC,Công ty cổ phần,Bất động sản,1E+11,không có website,2463289601,0,"Số 62 Định Công, phường Phương Liệt, quận Thanh Xuân, Hà Nội",Nguyễn Tiến Trung,,,
561,NVB - NGÂN HÀNG TMCP QUỐC DÂN,Ngân hàng Quốc Dân,Công ty cổ phần,Tổ chức tín dụng,4.10156E+12,http://www.ncb-bank.vn,2462693355,2462693535,"Số 28 C-D Bà Triệu, phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",,,,
562,NVHC - Công ty cổ phần Nova Hospitality,NVHC,Công ty cổ phần,Bất động sản,1.18495E+13,novhcm@gmail.com,932239682,932239682,"65 Nguyễn Du, Phường Bến Nghé, Quận 1, TP.HCM",Nguyễn Thị Thùy Dương,,,
563,NVJC - CTCP ĐẦU TƯ ĐỊA ỐC NO VA,NOVALAND JCS,Công ty cổ phần,Bất động sản,1.921E+12,,896642121,896642121,"315 NAM KỲ KHỞI NGHĨA, PHƯỜNG XUÂN HÒA, QUẬN 3, TP HỒ CHÍ MINH",Bùi Đạt Chương,,,
564,NVL - Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVL,Công ty cổ phần,Bất động sản,1.9501E+13,www.novaland.com.vn,839153666,839153666,"313B-315 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam (Địa chỉ nhận thư: Phòng quan hệ Nhà đầu tư (IR) - 65 Nguyễn Du, Phường Bến Nghé, Quận 1, TP.HCM, Việt Nam)",Dương Văn Bắc; Nguyễn Ngọc Huyên; Nguyễn Ngọc Huyên; Nguyễn Ngọc Huyên,,,
565,NVT - Công ty cổ phần bất động sản du lịch Ninh Vân Bay,"Ninh Van Bay.,JSC",Công ty cổ phần,Bất động sản,9.05E+11,www.ninhvanbay.vn,2439264950,2439264952,"Tầng 4, Tòa nhà Hoàng Gia, số 180 Triệu Việt Vương, phường Cửa Nam, Hà Nội",,,,
566,NWCC - CÔNG TY TNHH NEW WORLD CAPITAL,"NEW WORLD CAPITAL CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,4E+11,https://newworldcapital.vn/,969843461,028 7300 5885,"Tầng 3, Tòa nhà An Phú Plaza, 117 – 119 Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Lê Trần Minh Thủy,,,
567,NWSC - Công ty CP Nova W Sand,Nova W Sand JSC,Công ty cổ phần,Bất động sản,6E+11,không có,938485358,0,"Số 2.01, Tầng 2, Khu Thương mại – Dịch vụ, Dự án Khu thương mại, dịch vụ, văn phòng, officetel và căn hộ tại số 08 đường Hoàng Minh Giám, Phường 09, Quận Phú Nhuận, TP.HCM",Nguyễn Anh Thư,,,
568,NWTC - CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG NEW TECH,NEW TECH INVESTMENT CONSTRUCTION CORP,Công ty cổ phần,Xây dựng,4.72E+11,http://vanphu.vn,028 7303 6886,(84-24) 6258 3636,"49 Phạm Ngọc Thạch, Phường Xuân Hòa, Thành phố Hồ Chí Minh, Việt Nam",,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,17/03/2025
569,OCB - Ngân hàng TMCP Phương Đông,OCB,Công ty cổ phần,Tổ chức tín dụng,2.66305E+13,https://www.ocb.com.vn,2838220960,2838220963,"Tòa nhà The Hallmark, số 15 Trần Bạch Đằng, phường An Khánh, thành phố Hồ Chí Minh",Trịnh Văn Tuấn,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A+,15/05/2025
570,OLCC - Công ty TNHH Oleco - NQ,"OLECO - NQ .,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,6.87359E+11,không có,984414861,0,"Thông 7, Xã Diễn Kỷ, Huyện Diễn Châu, Tỉnh Nghệ An",Trần Minh Hải,,,
571,OREC - CTCP Năng lượng Tái tạo Đại Dương,NLDD,Công ty cổ phần,Lĩnh vực khác,3.6E+11,không có,02633 520 666,02633 520 666,"Số 28 Đường Lê Văn Tám, Phường 10, Thành phố Đà Lạt, Tỉnh Lâm Đồng",Đỗ Văn Bình,,,
572,ORS - Công ty Cổ phần Chứng khoán Tiên Phong,TPS,Công ty cổ phần,Kinh doanh chứng khoán,3.36E+12,http://www.tpbs.com.vn,2839118014,2839118015,"Tầng 7, Tòa nhà Doji, số 81-83-85 Hàm Nghi, phường Nguyễn Thái Bình, quận 1, Thành phố Hồ Chí Minh",Bùi Thị Thanh Trà; Trần Sơn Hải; Đặng Sĩ Thùy Tâm,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,8/4/2026
573,OSDC - Công ty cổ phần Outstanding Investment,Outstanding Investment Joint Stock Company,Công ty cổ phần,Lĩnh vực khác,3E+11,0,981063326,0,"Nhà số 4, ngõ 26, phố Đặng Thùy Trâm, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành Phố Hà Nội, Việt Nam",Nguyễn Thị Thơm; Trần Xuân Ninh,,,
574,OSGC - Công ty Cổ phần Osaka Garden,OSGC,Công ty cổ phần,Bất động sản,2.7E+11,http://congtyosakagarden.com,909044886,909044886,"Tầng 7, Tòa nhà CT Office Building, 56 Yên Thế, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN VĂN ÚT HIỀN; Nguyễn Hữu Cử,,,
575,OSYC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN OKY SAIGON,OSID JSC,Công ty cổ phần,Bất động sản,7.70746E+11,0,963520011,0,"Số A36, đường số 2, ấp 2, Xã Tân Thành, Thành Phố Đồng Xoài, Tỉnh Bình Phước, Việt Nam",,,,
576,P0004 - CTCP ABG THỦ ĐÔ,"ABG THU DO.,JSC",Công ty cổ phần,Tổ chức tín dụng,11111111,,,,,,,,
577,P4PC - Công ty Cổ phần Pizza 4PS,PIZZA 4PS CORP,Công ty cổ phần,"Thương mại, dịch vụ",1.00992E+11,https://pizza4ps.com/,2835208652,2835208652,"8/13 – 8/15 – 8/17 Lê Thánh Tôn, phường Bến Nghé, Quận 1, thành phố Hồ Chí Minh, Việt Nam",YOSUKE MASUKO,,,
578,P53C - CÔNG TY TNHH PARKLAND 53,PARKLAND 53,Công ty trách nhiệm hữu hạn,Bất động sản,3.4783E+12,không có,902084509,902084509,"Phòng 5.09, Lẩu 5, Tòa nhà ST Moritz, 1014 Phạm Văn Đồng, Phường Hiệp Bình, Thành phố Hồ Chí Minh, Việt Nam",Vũ Thị Phương Thu,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB-,25/06/2026
579,PACC - Công ty TNHH PAK Việt Nam,PACC,Công ty trách nhiệm hữu hạn,Sản xuất,600000000,pakvietnam.com,983388333,(020) 99996789,"Cụm công nghiệp Phước Bình, Ấp 4, Xã Phước Bình, Huyện Long Thành, Tỉnh Đồng Nai",Bùi Quang Khải,,,
580,PAFC - Công ty Cổ phần Pan Farm,"Pan Farm., JSC",Công ty cổ phần,Lĩnh vực khác,1.22074E+12,https://thepangroup.vn,2437606190,2462662608,"Tầng 15, Tòa nhà ICON 4, 243A Ðê La Thành, Phường Láng, Thành phố Hà Nội, Việt Nam",Nguyễn Thị Trà My,,,
581,PAIC - Công ty Cổ phần Đầu tư Nông Nghiệp Sạch Phú Son,PAIC,Công ty cổ phần,Bất động sản,3.25E+11,www.phusoninvest.com.vn,917978068,917978068,"Thôn Phú Son, Xã Ba, Huyện Đông Giang, Tỉnh Quảng Nam, Việt Nam",Mai Văn Thảo; Phan Tuấn Đạt,,,
582,PAMC - Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản Ngân hàng TMCP Đại chúng Việt Nam,PAMC,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",9E+11,http://pamc.vn,2437228256,(024) 3854 1161,"Tầng 9, tòa nhà Hapro, số 11B Cát Linh, phường Quốc Tử Giám, quận Đống Đa, thành phố Hà Nội, Việt Nam",Nguyễn Thanh Hào; ĐẶNG QUỐC LONG,,,
583,PAN - CTCP TẬP ĐOÀN PAN,THE PAN GROUP,Công ty cổ phần,Lĩnh vực khác,2.16359E+12,www.thepangroup.vn,2723630217,2723630217,"LÔ A1-9, ĐƯỜNG VL3, KCN VĨNH LỘC 2, XÃ LONG HIỆP, HUYỆN BẾN LỨC, TỈNH LONG AN",,,,
584,PAPC - Công ty cổ phần Pacific Partners,PAPA,Công ty cổ phần,"Thương mại, dịch vụ",1.1E+11,pacificpartners.com.vn,2436330676,2436330676,"Tầng 2, tòa nhà Generalexim, số 46 phố Ngô Quyền, phường Hàng Bài, quận Hoàn Kiếm, Hà Nội (Số điện thoại liên hệ: Trần Thị Thanh Huyền - 0912256165)",Nguyễn Thanh Hiền,,,
585,PC1 - CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,PC1 GROUP,Công ty cổ phần,Năng lượng,3.57642E+12,www.pc1group.vn,0243 734 3060,024 3823 1997,"Số 583 đường Nguyễn Trãi, Quận Thanh Xuân, TP. Hà Nội",,,,
586,PCB - NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN ĐẠI CHÚNG VIỆT NAM,PVcomBank,Công ty cổ phần,Tổ chức tín dụng,9E+12,https://pvcombank.com.vn,2439426800,2439426796,"22 Ngô Quyền, Phường Cửa Nam, Thành phố Hà Nội",Nguyễn Đình Lâm,,,
587,PCCC - Công ty Trách Nhiệm Hữu Hạn Xây dựng dân dụng Phú Quốc,Công ty Trách Nhiệm Hữu Hạn Xây dựng dân dụng Phú Quốc,Công ty trách nhiệm hữu hạn,Bất động sản,2.131E+12,Không có,2973797777,2973797777,"Tầng 2, Tòa nhà Sun Home Phú Quốc, khu phố 6 An Thới, Đặc khu Phú Quốc, Tỉnh An Giang, Việt Nam",Đoàn Phúc Hải,Công ty Cổ phần xếp hạng tín nhiệm S&I,BB+,24/03/2026
588,PCIC - CÔNG TY CỔ PHẦN ĐẦU TƯ PEARL CITY,"PEARL CITY .,JSC",Công ty cổ phần,"Thương mại, dịch vụ",1.1E+11,không có,2556556479,2556556479,"BT2.02-01, Đường số 5A, Khu dân cư Sơn Tịnh, phường Trương Quang Trọng, TP. Quảng Ngãi",Nguyễn Thị Bích Biên,,,
589,PCMC - Công ty cổ phần xây dựng và quản lý dự án số 1,"PCM1., JSC",Công ty cổ phần,Xây dựng,1E+12,chưa có,2437474700,2437474771,"Tầng 5, Tòa nhà Thành Công, Số 57 Láng Hạ, P.Thành Công, Q.Ba Đình, TP.Hà Nội",Nguyễn Thị Huyền,,,
590,PDAC - Công ty TNHH Đầu tư và phát triển bất động sản Phát Đạt,BDS PHÁT ĐẠT,Công ty trách nhiệm hữu hạn,Bất động sản,7.9457E+12,Không có,936482986,936482986,"Khu đô thị Đại An, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Bùi Thị Mai,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB+,18/12/2025
591,PDCC - Công ty cổ phần Đầu tư Địa ốc Phương Đông (Tên cũ: Công ty Cổ phần Địa ốc Phương Đông),PDCC,Công ty cổ phần,Bất động sản,4E+11,Không có,0906 785 202,0906 785 202,"92/18 Đường Vườn Lài, Khu phố 1, P. An Phú Đông, Q. 12, TP. Hồ Chí Minh",Nguyễn Thanh Anh,,,
592,PDGC - CTCP CAO ỐC PHƯƠNG ĐÔNG,CAO OC PHUONG DONG,Công ty cổ phần,Bất động sản,1.66E+11,,931995686,0,"WT1-2.SH01, Tầng 3, Tháp 1, Số 71/3 Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Phan Ngọc Bảo Ân,,,
593,PDHC - Công ty cổ phần Phát triển nhà Phúc Đồng,"PDH DEVELOPMENT .,JSC",Công ty cổ phần,Bất động sản,3.8E+11,www.phucdong.vn,2473051123,2473051123,"Lô H2 - TM1 và H2 - TM2 chung cư Hopes Residence, Phường Phúc Đồng, Quận Long Biên, TP. Hà Nội",,,,
594,PDIC - CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN PHONG ĐIỀN,PHONG DIEN REAL ESTATE INVESTMENT JSC,Công ty cổ phần,Bất động sản,9.0314E+11,landhcm79@gmail.com,938485358,938485358,"Phòng 702A Tầng 7, Tòa nhà CentrePoint, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Lê Thanh Liêm,,,
595,PDLC - Công ty cổ phần địa ốc Phúc Đạt,"Phuc Dat Land., JSC",Công ty cổ phần,Bất động sản,44144140000,www.sonkim.com.vn,838224241,838224247,"177, Võ Nguyên Giáp, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bùi Thị Phương Hiền,,,
596,PDR - CTCP phát triển bất động sản Phát Đạt,CTCP PTBĐS Phát Đạt,Công ty cổ phần,Bất động sản,9.07235E+12,www.phatdat.com.vn,2838986868,2838988686,"39 Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh",Nguyễn Văn Đạt,,,
597,PGB - Ngân hàng Thương mại cổ phần Thịnh vượng và Phát triển,PGBank,Công ty cổ phần,Tổ chức tín dụng,5.49996E+12,www.pgbank.com.vn,2462811298,2462811299,"Tầng 16,23,24, Tòa Mipec, 229 Tây Sơn, phường Ngã Tư Sở, Quận Đống Đa, TP Hà Nội",Nguyễn Quang Định; Phạm Mạnh Thắng,,,
598,PGCC - CTCP PHÁT TRIỂN GOLF THIÊN ĐƯỜNG,PARADISE GOLF DEVELOPMENT JOINT STOCK COMPANY,Công ty cổ phần,Bất động sản,5.49E+11,chưa có,903931866,903931866,"THÔN QUANG THỪA, XÃ TƯỢNG LĨNH,HUYỆN KIM BẢNG, TỈNH HÀ NAM",VŨ THỊ HAY; VŨ THỊ PHƯƠNG HOA; VŨ THỊ PHƯƠNG HOA,,,
599,PHDC - CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,Công ty trách nhiệm hữu hạn,Sản xuất,3.1E+11,www,913875458,4500643084,"Thôn Hậu Sanh, xã Phước Hữu, tỉnh Khánh Hòa, Việt Nam",,,,
600,PHIC - Công ty TNHH Đầu tư Phúc Hậu,PHIC,Công ty trách nhiệm hữu hạn,Bất động sản,2.5E+11,phuchauinvest.com.vn,2873022888,909344718,"Tầng 14 toà nhà Hm town , 412 nguyên thị minh khai, phường 5 , Quận 3 , Tphcm. Địa chỉ nhận thư: 348 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TPHCM",,,,
601,PIDC - Công ty cổ phần Đầu tư Phát triển Phú Châu,PID JSC,Công ty cổ phần,Bất động sản,5.785E+11,phuchauinvest@gmail.com,2839158863,2839158863,"66 Phó Đức Chính, phường Thái Bình, Quận 1, TP Hồ Chí Minh",PHẠM NGUYỄN BẢO TRUNG,,,
602,PKAC - CTCP Tập đoàn Phượng Hoàng Xanh A&A,PHENIKAA GROUP,Công ty cổ phần,Sản xuất,3E+12,https://phenikaa.com/,02 433 685 980,024 33687095,"Số 167, Phố Hoàng Ngân, Phường Trung Hòa, Quận Cầu Giấy, Thành phố Hà Nội.",Hồ Xuân Năng,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A,16/09/2025
603,PKIC - CT TNHH MTV QUẢN LÝ ĐẦU TƯ PHÚC KHANG,PKIM,Công ty trách nhiệm hữu hạn,Bất động sản,3.745E+11,http://phuckhang.vn/,2839333789,2839333808,"51 NGÔ THỜI NHIỆM, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, TP HỒ CHÍ MINH",Lưu Thị Thanh Mẫu,,,
604,PKSC - Công ty TNHH Phúc Khang Đông Sài Gòn,PKĐSG,Công ty trách nhiệm hữu hạn,Bất động sản,2.5E+11,www.phuckhang.vn,028 39 333 789,028 39 333 808,"51 Ngô Thời Nhiệm, Phường Xuân Hòa, TpHCM",Phạm Hoàng Lương,,,
605,PLCC - CTCP ĐỊA ỐC PHÚ LONG,PHU LONG REAL ESTATES CORPORATION,Công ty cổ phần,Bất động sản,3E+12,https://www.phulong.com/,2854121818,2854121717,"673 NGUYỄN HỮU THỌ, XÃ PHƯỚC KIỂN, HUYỆN NHÀ BÈ, TP HỒ CHÍ MINH",NGUYỄN THANH QUANG,,,
606,PLIC - Công ty TNHH Năng Lượng Phan Lâm,NLPL,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,3.94E+11,nangluongphanlam@gmail.com,903693633,903693633,"Khu Dốc Đá, Xã Phan Lâm, Huyện Bắc Bình, Tỉnh Bình Thuận",,,,
607,PLP - CTCP SẢN XUẤT VÀ CÔNG NGHỆ NHỰA PHA LÊ,"PHA LE PLASTICS MANUFACTURING AND TECHNOLOGY.,JSC",Công ty cổ phần,Sản xuất,4E+11,https://phaleminerals.com.vn,2258830102,2258830102,"LÔ ĐẤT CN4.3 KHU CÔNG NGHIỆP MP ĐÌNH VŨ, KHU KINH TẾ ĐÌNH VŨ - CÁT HẢI, PHƯỜNG ĐÔNG HẢI 2, QUẬN HẢI AN, TP HẢI PHÒNG, VIỆT NAM",,,,
608,PLRC - Công ty TNHH Đầu tư Kinh doanh BĐS Phước Long,PLR,Công ty trách nhiệm hữu hạn,Bất động sản,1.219E+12,Không có,862009010,0,"Tầng L11, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, thành phố Hồ Chí Minh, Việt Nam",Hoàng Cao Minh Đức,,,
609,PLVC - Công ty cổ phần Phúc Long Vân,PHUC LONG VAN,Công ty cổ phần,Bất động sản,2296775000,phuclongvan.vn,906074028,2839333789,"Số 3 đường số 12, khu dân cư Làng Sen Việt Nam, xã Mỹ Hạnh, tỉnh Tây Ninh",PHẠM HOÀNG LONG,,,
610,PLWC - Công ty cổ phần điện gió Phong Liệu,PL WP,Công ty cổ phần,Lĩnh vực khác,5.05E+11,phonglieuwp.vn,0236 3 723 713,0236 3 723 713,"Thôn Xa Lăng, xã Đa Krông, tỉnh Quảng Trị",Võ Duy Tấn,,,
611,PMCC - Công ty cổ phần Thủy điện Pắc Ma,Pắc Ma,Công ty cổ phần,Lĩnh vực khác,5E+11,http://thuydienpacma.com/,02437196999-929,2133899268,"SỐ 218, ĐƯỜNG TRẦN HƯNG ĐẠO, PHƯỜNG ĐOÀN KẾT, TP LAI CHÂU, TỈNH LAI CHÂU",Trần Quỳnh Phương,,,
612,PMHC - Công ty TNHH Phát triển Phú Mỹ Hưng,PMH,Công ty trách nhiệm hữu hạn,Bất động sản,9.54E+11,phumyhung.vn,2854119999,2854115999,"Lầu 23, Tòa nhà Phú Mỹ Hưng, Số 8 Hoàng Văn Thái, Phường Tân Mỹ, Thành phố Hồ Chí Minh, Việt Nam",,,,
613,PQCC - Công ty Cổ phần In Hospitality,In Hospitality,Công ty cổ phần,"Thương mại, dịch vụ",5.1E+11,www.inholdings.vn,2839117070,2839117555,"194 Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, TP Hồ Chí Minh",NGUYỄN THANH HÀ NGỌC,,,
614,PQSC - Công ty TNHH Mặt trời Phú Quốc,"SUN PHU QUOC LTD.,CO",Công ty trách nhiệm hữu hạn,Bất động sản,3.08742E+13,mattroiphuquoc.vn,2973991868,2973991868,"Tầng 2, Tòa nhà Sun Home Phú Quốc, Khu phố 6, Phường An Thới, Thành phố Phú Quốc, Tỉnh Kiên Giang",BÙI THÀNH TRUNG,,,
615,PSH - Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Công ty cổ phần,Lĩnh vực khác,1.26197E+12,www.nshpetro.vn,(84-292) 6547979,2923842373,"Ấp Phú Thạnh, Thị trấn Mái Dầm, huyện Châu Thành, tỉnh Hậu Giang",Mai Văn Huy,,,
616,PSI - Công ty Cổ phần Chứng khoán Dầu khí,PSI,Công ty cổ phần,Kinh doanh chứng khoán,5.98413E+11,www.psi.vn,(84-4) 3934 3888,2439343999,"Tầng 2 Toà nhà Hà Nội Tourist, số 18 Lý Thường Kiệt, Phường Cửa Nam, Tp. Hà Nội",,Công ty cổ phần FiinRatings (FiinRatings),BB+,27/05/2025
617,PSIC - Công ty TNHH MTV Sunrise Power Đăk Psi,SUNRISE POWER ĐĂK PSI,Công ty trách nhiệm hữu hạn,Bất động sản,8E+11,BBGROUP.COM.VN,024 37946868,024 37946868,"A203 Tháp The Manor, đường Mễ Trì, phường Mỹ Đình 1, quận Nam Từ Liêm, TP Hà Nội",Vũ Quang Bảo,,,
618,PTBC - CTCP PHÚ TÀI,PTBC,Công ty cổ phần,Sản xuất,6.69384E+11,WWW.PHUTAI.COM.VN,2563847668,2563847556,"SỐ 278 ĐƯỜNG NGUYỄN THỊ ĐỊNH, P NGUYỀN VĂN CỪ, TP QUY NHƠN, TÌNH BÌNH ĐỊNH",LÊ VĂN THẢO,,,
619,"PTCC - CTCP Tập đoàn KSFinance, tên cũ: Công ty Cổ phần Đầu tư Xây dựng Phú Thượng",KSF Group,Công ty cổ phần,Bất động sản,3E+12,https://ksf.vn,2473052999,0,"Tầng 12, tòa nhà Sunshine Center, 16 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,,,
620,PTJC - Công ty Cổ phần Phú Thọ Land,"PT LAND., JSC",Công ty cổ phần,Bất động sản,7.225E+12,https://ptlandjsc.vn/,2432215678,2103811686,"Phòng 408, tầng 4, số 44 Tràng Tiền, Phường Hoàn Kiếm, Thành phố Hà Nội, Việt Nam.",Võ Phước Thành,,,
621,PVIC - Công ty Cổ phần Đầu tư Phan Vũ,PIVC,Công ty cổ phần,Xây dựng,7.9274E+11,https://www.phanvu.vn,028-22200884,028-22200887,"Phòng 3.15, Tầng 3, khu I, tòa nhà The Prince Residence, số 19-21 Nguyễn Văn Trỗi, Phường Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Phan Khắc Long,,,
622,QALC - CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN QUANG ANH,"QUANG ANH CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,2E+11,Không có,395263884,395263884,"Tầng 8, số 152 Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",Hoàng Thế Anh,,,
623,QTIC - CTCP ĐẦU TƯ QUANG THUẬN,không có,Công ty cổ phần,Bất động sản,3E+12,www.congtyquangthuan.com,2866549822,2866549822,"SỐ 2 NGUYỄN THỊ DIỆU, PHƯỜNG 06, QUẬN 3, TP HỒ CHÍ MÌNH",Huỳnh Ngọc Phát,,,
624,QVCC - CTCP DU LỊCH THUNG LŨNG NỮ HOÀNG,QVC,Công ty cổ phần,Bất động sản,5E+11,Chưa có,2183824449,2183824589,"XÃ LÂM SƠN,H LƯƠNG SƠN, TỈNH HÒA BÌNH",PHẠM TRƯỜNG THĂNG; PHẠM TRƯỜNG THĂNG,,,
625,RECC - Công ty TNHH Năng lượng tái tạo,"RE CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,3E+11,dung.vu@windviet.vn,983469898,983469898,"Tầng 24 Tháp B, số 173 Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, thành phố Hà Nội",Vũ Quang Dũng,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,21/12/2024
626,REDC - CTCP TƯ VẤN QUẢN LÝ VÀ ĐẦU TƯ ĐỎ,RED INVESTMENT JSC,Công ty cổ phần,Lĩnh vực khác,1E+11,Không,866102588,0,"SỐ 812/25 TRƯỜNG SA, PHƯỜNG 14, QUẬN 3, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",Đỗ Quốc Cường,,,
627,REE - Công ty cổ phần Cơ Điện Lạnh,REE CORP.,Công ty cổ phần,Lĩnh vực khác,6.22899E+12,www.reecorp.com,84-28-38100017,84-28-38100337,"364 Cộng Hòa, Phường Tân Bình, Tp.Hồ Chí Minh, Việt Nam",Huỳnh Thanh Hải; Nguyễn Ngọc Thái Bình; Nguyễn Thị Mai Thanh,,,
628,RESC - Công ty cổ phần Đầu tư và Phát triển Residence,RESIDENCE DEVELOPMENT AND INVESTMENT JSC,Công ty cổ phần,Bất động sản,5E+11,khong co,932239682,932239682,"Căn Thương mại số 1.01, Tầng 1, Khu Thương mại – Dịch vụ, Khu II, Cao ốc Văn phòng – thương mại dịch vụ - Căn hộ The Prince Residence, số 17-19-21 Nguyễn Văn Trỗi, Phường Phú Nhuận, TP. Hồ Chí Minh.",Lê Thanh Liêm,,,
