STT,Ngày đăng tin,Tên DN,Mã TP,Tiền tệ,Kỳ hạn,Ngày phát hành,Ngày đáo hạn,Kỳ hạn còn lại (ngày),Khối lượng,Mệnh giá,Loại hình trả lãi,Loại lãi suất,Phương thức thanh toán lãi,Mua lại và hoán đổi,Thị trường phát hành,Lãi suất phát hành (%/năm),Tình trạng,Văn bản đính kèm,Code công ty,Loại hình,Ngành
1628,2023-06-01 00:00:00,NPMC - CT TNHH KHAI THÁC CHẾ BIẾN KHOÁNG SẢN NÚI PHÁO,NPMCB2328003,VNĐ,,25/05/2023,25/05/2028,,6300,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,,,9.0,Hiệu lực,,NPMC ,Công ty trách nhiệm hữu hạn,Sản xuất
1629,2023-06-01 00:00:00,NPMC - CT TNHH KHAI THÁC CHẾ BIẾN KHOÁNG SẢN NÚI PHÁO,NPMCB2328004,VNĐ,,25/05/2023,25/05/2028,,6100,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,,,9.0,Hiệu lực,,NPMC ,Công ty trách nhiệm hữu hạn,Sản xuất
1630,2023-06-01 00:00:00,NPMC - CT TNHH KHAI THÁC CHẾ BIẾN KHOÁNG SẢN NÚI PHÁO,NPMCB2328001,VNĐ,,25/05/2023,25/05/2028,,6400,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,,,9.0,Hiệu lực,,NPMC ,Công ty trách nhiệm hữu hạn,Sản xuất
1631,2023-08-28 00:00:00,TALC - Công ty Cổ phần Đầu tư Bất động sản Taseco,TALCH2325001,VNĐ,,30/05/2023,30/05/2025,,2000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,TALC ,Công ty cổ phần,Bất động sản
1632,2023-06-08 00:00:00,JHIC - Công ty CP Doanh nghiệp Xã Hội Ivy Care,JHICH2329001,VNĐ,,31/05/2023,31/05/2029,,150,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,1.33,Hiệu lực,,JHIC ,Công ty cổ phần,Lĩnh vực khác
1633,2023-06-07 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328001,VNĐ,,31/05/2023,31/05/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1634,2023-03-09 00:00:00,HDEC - Công ty cổ phần phân phối HDE,HDECH2325001,VNĐ,,03/06/2023,03/06/2025,,450,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,HDEC ,Công ty cổ phần,"Thương mại, dịch vụ"
1635,2023-10-12 00:00:00,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BABL2330003,VNĐ,,10/06/2023,10/06/2030,,100,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
1636,2023-12-29 00:00:00,BCM - TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,BCMH2328002,VNĐ,,10/06/2023,10/06/2028,,406,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,BCM ,Công ty cổ phần,Bất động sản
1637,2023-11-13 00:00:00,ABB - Ngân hàng TMCP An Bình (ABBANK),ABBL2326004,VNĐ,,11/06/2023,11/06/2026,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.0,Hiệu lực,,ABB ,Công ty cổ phần,Tổ chức tín dụng
1638,2023-11-13 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2331004,VNĐ,,11/06/2023,11/06/2031,,15000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.05,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1639,2023-12-08 00:00:00,ABB - Ngân hàng TMCP An Bình (ABBANK),ABBL2325007,VNĐ,,12/06/2023,12/06/2025,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.2,Hiệu lực,,ABB ,Công ty cổ phần,Tổ chức tín dụng
1640,2023-12-13 00:00:00,CTG - Ngân hàng Thương mại cổ phần Công Thương Việt Nam,CTGL2331010,VNĐ,,12/06/2023,12/06/2031,,4000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,6.38,Hiệu lực,,CTG ,Công ty cổ phần,Tổ chức tín dụng
1641,2023-12-13 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2333018,VNĐ,,12/06/2023,12/06/2033,,4500,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
1642,2023-06-16 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328002,VNĐ,,15/06/2023,15/06/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1643,2023-06-27 00:00:00,TASC - CTCP TẬP ĐOÀN TASECO (tên cũ: CTCP DỊCH VỤ HÀNG KHÔNG THĂNG LONG ),TASCH2325001,VNĐ,,20/06/2023,20/06/2025,,1300,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,TASC ,Công ty cổ phần,Bất động sản
1644,2023-06-26 00:00:00,XD3C - Công ty TNHH Phát triền kinh doanh xây dựng 3,XD3CH2328001,VNĐ,,20/06/2023,20/06/2028,,22500,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,14.0,Hiệu lực,,XD3C ,Công ty trách nhiệm hữu hạn,Bất động sản
1645,2023-09-07 00:00:00,VDS - CTCP Chứng khoán Rồng Việt,VDSH2324002,VNĐ,,20/06/2023,20/06/2024,,6986,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VDS ,Công ty cổ phần,Kinh doanh chứng khoán
1646,2023-09-25 00:00:00,PSI - Công ty Cổ phần Chứng khoán Dầu khí,PSIH2324001,VNĐ,,21/06/2023,21/06/2024,,240,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,PSI ,Công ty cổ phần,Kinh doanh chứng khoán
1647,2023-06-29 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2329001,VNĐ,,23/06/2023,23/06/2029,,490,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,6.7,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
1648,2023-06-30 00:00:00,VNLC - Công ty CP Vinam Land,VNLCH2329001,VNĐ,,23/06/2023,23/06/2029,,15000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,14.0,Hiệu lực,,VNLC ,Công ty cổ phần,Bất động sản
1649,2023-06-30 00:00:00,SBT - Công ty cổ phần Thành Thành công - Biên Hòa,SBTH2327001,VNĐ,,26/06/2023,26/06/2027,,2000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,SBT ,Công ty cổ phần,Sản xuất
1650,2023-06-29 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCBL2328001,VNĐ,,26/06/2023,26/06/2028,,200,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.1,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
1651,2023-06-29 00:00:00,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NABL2329001,VNĐ,,26/06/2023,26/06/2029,,4000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,NAB ,Công ty cổ phần,Tổ chức tín dụng
1652,2023-07-03 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2330001,VNĐ,,26/06/2023,26/06/2030,,20000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.1,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1653,2023-06-30 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCBL2325002,VNĐ,,27/06/2023,27/06/2025,,1300,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.3,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
1654,2023-06-28 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328003,VNĐ,,28/06/2023,28/06/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1655,2023-07-04 00:00:00,PAFC - Công ty Cổ phần Pan Farm,PAFCH2325001,VNĐ,,29/06/2023,29/06/2025,,2000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,PAFC ,Công ty cổ phần,Lĩnh vực khác
1656,2023-07-06 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCBL2326003,VNĐ,,29/06/2023,29/06/2026,,5000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.6,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
1657,2023-06-30 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCBL2326003,VNĐ,,29/06/2023,29/06/2026,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.7,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
1658,2023-07-05 00:00:00,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NABL2329002,VNĐ,,29/06/2023,29/06/2029,,3000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,NAB ,Công ty cổ phần,Tổ chức tín dụng
1659,2023-07-07 00:00:00,CTG - Ngân hàng Thương mại cổ phần Công Thương Việt Nam,CTGL2333001,VNĐ,,29/06/2023,29/06/2033,,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.6,Hiệu lực,,CTG ,Công ty cổ phần,Tổ chức tín dụng
1660,2023-07-06 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCBL2325002,VNĐ,,29/06/2023,29/06/2025,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.0,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
1661,2023-07-06 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCBL2325001,VNĐ,,29/06/2023,29/06/2025,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.2,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
1662,2023-10-16 00:00:00,TMTC - CTCP Đầu tư phát triển BĐS TMT,TMTCH2330001,VNĐ,,30/06/2023,30/06/2030,,20150,100000000,Coupon,Kết hợp,Khác,Mua lại,,14.0,Hiệu lực,,TMTC ,Công ty cổ phần,Bất động sản
1663,2023-07-10 00:00:00,MKHC - Công ty TNHH Đầu tư Phát triển Mỹ Khánh,MKHCH2329001,VNĐ,,30/06/2023,30/06/2029,,22450,100000000,Coupon,Kết hợp,Khác,Mua lại,,14.0,Hiệu lực,,MKHC ,Công ty trách nhiệm hữu hạn,Bất động sản
1664,2023-07-10 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2325002,VNĐ,,30/06/2023,30/06/2025,,20000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
1665,2023-07-04 00:00:00,TMCC - Công ty TNHH Khu đô thị mới Trung Minh,TMCCH2328001,VNĐ,,30/06/2023,30/06/2028,,3000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,TMCC ,Công ty trách nhiệm hữu hạn,Bất động sản
1666,2023-07-05 00:00:00,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NABL2329003,VNĐ,,30/06/2023,30/06/2029,,4100,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,NAB ,Công ty cổ phần,Tổ chức tín dụng
1667,2023-07-05 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328004,VNĐ,,30/06/2023,30/06/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1668,2023-07-07 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2326001,VNĐ,,30/06/2023,30/06/2026,,18000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
1669,2023-07-18 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328006,VNĐ,,07/07/2023,07/07/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1670,2023-07-14 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2330002,VNĐ,,07/07/2023,07/07/2030,,195,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,7.0,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
1671,2023-08-16 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACBL2325001,VNĐ,,08/07/2023,08/07/2025,,25000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.5,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
1672,2023-11-09 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328022,VNĐ,,11/07/2023,11/07/2028,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1673,2023-12-12 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2330007,VNĐ,,12/07/2023,12/07/2030,,400,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,6.88,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
1674,2023-07-17 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCBL2326004,VNĐ,,14/07/2023,14/07/2026,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
1675,2023-07-24 00:00:00,TMCC - Công ty TNHH Khu đô thị mới Trung Minh,TMCCH2328002,VNĐ,,14/07/2023,14/07/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,TMCC ,Công ty trách nhiệm hữu hạn,Bất động sản
1676,2023-07-18 00:00:00,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2325003,VNĐ,,17/07/2023,17/07/2025,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.4,Hiệu lực,,TCSC ,Công ty cổ phần,Kinh doanh chứng khoán
1677,2023-07-26 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328007,VNĐ,,17/07/2023,17/07/2028,,2000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1678,2023-07-26 00:00:00,TASC - CTCP TẬP ĐOÀN TASECO (tên cũ: CTCP DỊCH VỤ HÀNG KHÔNG THĂNG LONG ),TASCH2325002,VNĐ,,19/07/2023,19/07/2025,,1250,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,TASC ,Công ty cổ phần,Bất động sản
1679,2023-07-28 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL2338003,VNĐ,,21/07/2023,21/07/2038,,460,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,7.6,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
1680,2023-07-26 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2330002,VNĐ,,21/07/2023,21/07/2030,,5000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.1,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1681,2023-09-05 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL2343004,VNĐ,,24/07/2023,24/07/2043,,700,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,7.7,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
1682,2023-08-14 00:00:00,CPLC - Công ty TNHH CAPITALAND TOWER,CPLCB2328003,VNĐ,,25/07/2023,25/07/2028,,48305,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,1.0,Hiệu lực,,CPLC ,Công ty trách nhiệm hữu hạn,Bất động sản
1683,2023-08-01 00:00:00,CPLC - Công ty TNHH CAPITALAND TOWER,CPLCB2328001,VNĐ,,25/07/2023,25/07/2028,,25000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,1.0,Hiệu lực,,CPLC ,Công ty trách nhiệm hữu hạn,Bất động sản
1684,2023-08-02 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328008,VNĐ,,25/07/2023,25/07/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1685,2023-09-12 00:00:00,LVPC - Công ty cổ phần Cảng Quốc tế Lào - Việt,LVPCH2329001,VNĐ,,25/07/2023,31/12/2029,,583,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.8,Hiệu lực,,LVPC ,Công ty cổ phần,"Thương mại, dịch vụ"
1686,2023-08-03 00:00:00,CPLC - Công ty TNHH CAPITALAND TOWER,CPLCB2328002,VNĐ,,25/07/2023,25/07/2028,,25000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,1.0,Hiệu lực,,CPLC ,Công ty trách nhiệm hữu hạn,Bất động sản
1687,2023-08-14 00:00:00,CPLC - Công ty TNHH CAPITALAND TOWER,CPLCB2328004,VNĐ,,25/07/2023,25/07/2028,,24093,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,1.0,Hiệu lực,,CPLC ,Công ty trách nhiệm hữu hạn,Bất động sản
1688,2023-08-03 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCBL2326005,VNĐ,,26/07/2023,26/07/2026,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
1689,2023-08-01 00:00:00,CTG - Ngân hàng Thương mại cổ phần Công Thương Việt Nam,CTGL2338003,VNĐ,,27/07/2023,27/07/2038,,4000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,CTG ,Công ty cổ phần,Tổ chức tín dụng
1690,2023-08-01 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCBL2326004,VNĐ,,28/07/2023,28/07/2026,,4000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.7,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
1691,2023-08-21 00:00:00,CTG - Ngân hàng Thương mại cổ phần Công Thương Việt Nam,CTGL2338004,VNĐ,,31/07/2023,31/07/2038,,10150,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.7,Hiệu lực,,CTG ,Công ty cổ phần,Tổ chức tín dụng
1692,2023-08-17 00:00:00,VIFC - CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,VIFCB2325002,VNĐ,,31/07/2023,31/03/2025,,15000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,14.5,Hiệu lực,,VIFC ,Công ty cổ phần,Sản xuất
1693,2023-08-30 00:00:00,VIFC - CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,VIFCB2325003,VNĐ,,31/07/2023,31/03/2025,,20000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,14.5,Hiệu lực,,VIFC ,Công ty cổ phần,Sản xuất
1694,2023-08-03 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCBL2326005,VNĐ,,31/07/2023,31/07/2026,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.0,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
1695,2023-08-04 00:00:00,MSB - Ngân hàng TMCP Hàng Hải Việt Nam,MSBL2326001,VNĐ,,31/07/2023,31/07/2026,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,MSB ,Công ty cổ phần,Tổ chức tín dụng
1696,2023-08-01 00:00:00,VIFC - CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,VIFCB2325001,VNĐ,,31/07/2023,31/01/2025,,15000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,14.4,Hiệu lực,,VIFC ,Công ty cổ phần,Sản xuất
1697,2023-08-16 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328011,VNĐ,,08/08/2023,08/08/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1698,2023-10-17 00:00:00,TXCC - Công ty Cổ phần Thanh Xuân,TXCCH2330001,VNĐ,,09/08/2023,15/07/2030,,5835,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.57,Hiệu lực,,TXCC ,Công ty cổ phần,Bất động sản
1699,2023-11-21 00:00:00,SGGC - Công ty Cổ phần Sài Gòn Capital,SGGCH2328003,VNĐ,,11/08/2023,11/08/2028,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,SGGC ,Công ty cổ phần,Bất động sản
1700,2023-12-15 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2333019,VNĐ,,12/08/2023,12/08/2033,,6610,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
1701,2023-12-15 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL2333020,VNĐ,,12/08/2023,12/08/2033,,2122,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
1702,2023-12-27 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2331006,VNĐ,,12/08/2023,12/08/2031,,8486,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.97,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1703,2023-10-06 00:00:00,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BABL2326001,VNĐ,,14/08/2023,14/08/2026,,800,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.5,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
1704,2023-11-15 00:00:00,F88C - Công ty cổ phần kinh doanh F88,F88CH2324001,VNĐ,,14/08/2023,14/08/2024,,2000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,F88C ,Công ty cổ phần,"Thương mại, dịch vụ"
1705,2023-08-22 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACBL2325003,VNĐ,,15/08/2023,15/08/2025,,15000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.5,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
1706,2023-08-24 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328012,VNĐ,,15/08/2023,15/08/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1707,2023-08-25 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL2331006,VNĐ,,18/08/2023,18/08/2031,,200,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,7.4,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
1708,2023-10-30 00:00:00,VDS - CTCP Chứng khoán Rồng Việt,VDSH2324003,VNĐ,,18/08/2023,18/08/2024,,7825,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,VDS ,Công ty cổ phần,Kinh doanh chứng khoán
1709,2023-08-23 00:00:00,LLPC - Công ty TNHH Đầu tư kinh doanh bất động sản Liên Lập,LLPCH2328001,VNĐ,,18/08/2023,18/08/2028,,14700,100000000,Coupon,Kết hợp,Khác,Mua lại,,12.0,Hiệu lực,,LLPC ,Công ty trách nhiệm hữu hạn,Bất động sản
1710,2023-08-28 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCBL2326006,VNĐ,,18/08/2023,18/08/2026,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.6,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
1711,2023-08-29 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2328013,VNĐ,,21/08/2023,21/08/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1712,2023-08-23 00:00:00,TTHC - Công ty TNHH Đầu tư Nhà ở xã hội Thuận Thành,TTHCH2328001,VNĐ,,21/08/2023,21/07/2028,,8000,100000000,Coupon,Thả nổi,Khác,Mua lại,,14.0,Hiệu lực,,TTHC ,Công ty trách nhiệm hữu hạn,Bất động sản
1713,2023-09-07 00:00:00,BIMC - CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BIM,BIMCH2330001,VNĐ,,21/08/2023,15/07/2030,,23330,100000000,Coupon,Cố định,Khác,Mua lại,,10.4,Hiệu lực,,BIMC ,Công ty cổ phần,Bất động sản
1714,2023-10-02 00:00:00,TMCC - Công ty TNHH Khu đô thị mới Trung Minh,TMCCH2328003,VNĐ,,21/08/2023,21/08/2028,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,TMCC ,Công ty trách nhiệm hữu hạn,Bất động sản
